bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,zipcode,lat,long,sqft_lot15,log_price,house_age,was_renovated,distance
4,2.5,2040,5770,2,0,0,3,7,0,98038,47.3522,-122.059,6753,12.4292162,21,0,0.32129339
3,2.5,2190,4882,2,0,0,3,9,0,98155,47.7641,-122.306,7055,13.12834545,16,0,0.160429502
5,2.75,3260,9253,2,0,0,3,8,0,98042,47.3674,-122.07,8067,12.80765263,11,0,0.302540642
3,2.25,1820,7420,2,0,0,4,8,0,98058,47.4368,-122.162,7526,12.87390202,32,0,0.197185334
4,2.25,1880,9163,2,0,0,3,8,0,98058,47.4362,-122.165,7980,12.66032792,34,0,0.196588501
3,2.5,2390,8102,2,0,0,4,8,0,98058,47.4378,-122.16,8606,12.84792653,29,0,0.19705876
4,2.5,2130,10375,2,0,0,4,8,0,98058,47.4381,-122.16,8508,12.98310131,29,0,0.196783982
4,2.25,2070,8893,2,0,0,4,8,0,98058,47.4388,-122.162,7700,12.80765263,29,0,0.195345828
4,2.5,2720,7697,1,0,0,4,8,600,98058,47.4391,-122.161,7700,12.75995776,28,0,0.195467231
3,2.5,2200,7350,1,0,0,5,8,630,98058,47.4395,-122.161,7557,12.80765263,27,0,0.195100553
3,2,2130,8225,1,0,0,4,8,0,98058,47.4396,-122.162,8225,12.89295021,28,0,0.194610912
4,2.5,2680,11590,2,0,0,4,9,0,98058,47.4395,-122.163,8225,12.94711673,27,0,0.194309276
4,2.5,2290,11173,2,0,0,4,8,0,98058,47.4314,-122.164,10404,12.98654365,27,0,0.201413646
3,1.75,2920,9370,1,0,0,4,8,1300,98006,47.5491,-122.151,9609,13.38472764,34,0,0.111984808
3,2.5,2560,9825,2,0,0,4,9,0,98006,47.5497,-122.145,12034,13.62071148,27,0,0.116405716
3,2.5,2290,9158,2,0,0,4,8,0,98006,47.5476,-122.14,9588,13.61949567,31,0,0.121689007
3,2.5,2120,9307,2,0,0,4,9,0,98006,47.5477,-122.141,11524,13.48561664,31,0,0.120818111
4,2.5,2650,12001,2,0,0,4,9,0,98006,47.5496,-122.14,14054,13.67624849,31,0,0.120537757
3,2.75,3860,12786,2,0,0,4,10,0,98006,47.549,-122.141,14636,13.71347783,31,0,0.120062919
3,2.5,3120,12406,2,0,2,3,9,1180,98006,47.5507,-122.141,13141,13.65299163,32,0,0.119089549
4,2.5,3090,10730,2,0,0,5,8,670,98006,47.5458,-122.141,7875,13.78952586,30,0,0.121938371
3,2.5,1630,7950,1,0,0,3,8,310,98042,47.4224,-122.159,7952,12.53896706,30,0,0.211632393
3,1.75,1520,7350,1,0,0,4,7,380,98034,47.7167,-122.17,7350,12.86488715,43,0,0.12018714
4,2.5,2240,7245,1,0,0,4,7,1100,98034,47.7161,-122.17,7350,13.07107008,43,0,0.119696481
4,2.25,2130,7200,2,0,0,3,7,0,98034,47.7152,-122.168,7200,13.00582956,43,0,0.120133997
3,1.75,1160,8774,1,0,0,3,7,0,98034,47.7159,-122.165,7908,12.82125828,43,0,0.12248878
5,2.5,1990,6840,2,0,0,4,7,0,98034,47.7162,-122.166,7150,12.98997419,41,0,0.122127295
4,2.5,1980,6660,2,0,0,4,7,0,98034,47.7158,-122.167,7150,13.04548233,41,0,0.121209997
3,2.5,1720,7950,1.5,0,0,4,7,0,98034,47.7178,-122.168,7030,13.17115354,43,0,0.122240478
2,1,1020,8442,1,0,4,4,7,100,98136,47.5145,-122.391,10323,13.42984808,74,0,0.184042918
2,1,910,7200,1,0,1,4,7,80,98136,47.5145,-122.39,7200,13.00582956,79,0,0.18321807
3,1.75,1240,7200,1,0,0,5,7,0,98136,47.5142,-122.389,7200,12.96570957,73,0,0.182565895
4,2,1820,7200,1,0,0,3,7,520,98136,47.5161,-122.388,8149,13.21494256,39,0,0.180663613
4,1.5,2190,8296,2,0,0,3,7,0,98136,47.5158,-122.385,8160,13.24458101,80,1,0.17837028
4,1.5,1780,8400,1,0,0,3,7,700,98136,47.5173,-122.385,8400,13.06811836,46,0,0.17751242
4,2.75,2140,9920,2,0,0,3,8,0,98001,47.3529,-122.274,9920,12.77832257,22,0,0.267709366
4,2.75,2140,10316,2,0,0,3,8,0,98001,47.3537,-122.274,11337,12.79246946,22,0,0.266916241
4,2.75,2190,14937,2,0,0,3,8,0,98001,47.3535,-122.273,11360,12.81393423,22,0,0.266985451
3,2,1730,12821,1,0,0,3,8,0,98001,47.353,-122.272,11336,12.65427791,21,0,0.267356246
4,1,1390,9023,1.5,0,0,3,7,0,98155,47.7754,-122.296,9023,12.74256602,60,0,0.167094854
3,1,1960,7955,1,0,0,4,7,700,98177,47.7641,-122.364,8219,12.8346813,52,0,0.192015184
3,1.5,1180,8353,1,0,0,3,7,0,98155,47.7652,-122.274,8748,12.75851994,55,0,0.150988919
3,2,1930,10929,1,0,0,3,8,670,98155,47.7657,-122.272,8750,13.25339164,51,0,0.151026219
4,2.5,1790,10584,1,0,0,4,7,500,98031,47.4061,-122.188,9120,12.65075847,34,0,0.218265711
5,2.5,3780,20000,1,0,1,4,9,1890,98155,47.7603,-122.273,19908,13.49392693,37,0,0.145990633
5,2.75,3280,12673,1,0,0,4,9,1230,98006,47.5504,-122.146,12847,13.77988338,34,0,0.115185299
4,2.5,3860,10361,2,0,2,4,10,920,98006,47.5517,-122.147,13155,13.96393056,30,0,0.113612043
3,2.5,4010,12105,1,0,3,5,11,1410,98006,47.554,-122.151,15081,14.22844768,32,0,0.10902427
3,2.25,3070,9645,2,0,0,3,10,960,98006,47.5522,-122.144,9450,13.99365674,28,0,0.115769282
4,3.5,3040,4006,2,0,0,3,8,690,98029,47.5439,-122.011,4000,13.61094339,2,0,0.239867966
4,3.25,3040,4155,2,0,0,3,8,690,98029,47.5429,-122.012,4000,13.62313867,2,0,0.239230867
3,2.5,2350,4975,2,0,0,3,8,0,98029,47.5418,-122.01,3951,13.45883561,3,0,0.24147601
3,2.5,2350,3798,2,0,0,3,8,0,98029,47.543,-122.01,3532,13.51440547,2,0,0.241098456
4,2.5,2050,2772,2,0,0,3,8,0,98029,47.5421,-122.011,2934,13.36904844,3,0,0.240432482
4,2.5,2050,2772,2,0,0,3,8,0,98029,47.5431,-122.011,2886,13.44372198,2,0,0.24011736
5,2.5,2630,8470,1.5,0,0,4,8,0,98002,47.2863,-122.196,8575,12.50617724,47,0,0.334793017
3,1.5,1180,7300,1,0,0,4,7,0,98002,47.2857,-122.197,8424,12.25462469,47,0,0.335261208
3,2.25,2080,26574,1,0,2,3,7,700,98002,47.2846,-122.192,8140,12.50617724,22,0,0.337013901
4,2.5,2810,10613,2,0,0,3,9,0,98006,47.5424,-122.141,9933,13.60478953,26,0,0.123990461
4,2.5,2910,9000,2,0,0,3,9,0,98006,47.5451,-122.142,9000,13.59859756,26,0,0.121556214
5,2.5,2900,9525,2,0,0,3,9,0,98006,47.5442,-122.138,11854,13.48700649,26,0,0.125302727
3,2.5,2310,11993,2,0,0,3,9,0,98006,47.5438,-122.139,10031,13.54763111,27,0,0.124736365
3,2.5,2660,10928,2,0,0,3,9,830,98006,47.5442,-122.141,10025,13.55154501,27,0,0.122896611
3,2.5,2940,10809,2,0,0,3,10,0,98006,47.5418,-122.136,10348,13.65299163,23,0,0.128337136
3,2.5,2970,9600,2,0,0,3,9,0,98006,47.5422,-122.132,9707,13.61705962,21,0,0.131337845
5,3.5,3500,10155,2,0,0,3,10,930,98006,47.5415,-122.133,10753,13.71569022,19,0,0.130933633
6,3.25,3140,14923,2,0,0,3,10,0,98006,47.5411,-122.133,10758,13.73846751,24,0,0.131168704
4,2.5,2730,10753,2,0,0,3,9,0,98006,47.5414,-122.133,10740,13.53579666,24,0,0.130992326
4,2.5,2750,10159,2,0,0,3,10,0,98006,47.5426,-122.135,10159,13.60787119,24,0,0.128668957
5,2.25,3470,28212,1.5,0,0,4,8,680,98042,47.3342,-122.108,28177,13.0280527,37,0,0.312876028
3,2.25,2030,16200,2,0,0,3,8,0,98027,47.5162,-122.057,17958,13.16158409,31,0,0.208718859
4,2.5,3180,15358,2,0,0,3,9,0,98027,47.5172,-122.053,15522,13.56061831,27,0,0.211737082
4,2.5,2570,7753,2,0,0,3,8,0,98058,47.4237,-122.162,7615,12.82125828,28,0,0.209306909
4,2.5,2080,7000,1,0,0,4,8,680,98058,47.4252,-122.163,7082,12.70684793,26,0,0.207544499
4,1.75,1770,7336,1,0,0,4,8,0,98058,47.4265,-122.163,8183,12.76568843,29,0,0.206335426
4,2.5,2090,5289,2,0,0,3,8,0,98058,47.4289,-122.164,7109,12.76554557,26,0,0.203735824
2,2,1770,7607,1,0,0,4,8,0,98058,47.4287,-122.163,7109,12.79385931,28,0,0.204291845
3,2.25,2290,7350,2,0,0,3,8,0,98058,47.429,-122.162,7529,12.80765263,27,0,0.204388218
3,1,1480,17360,1,0,1,3,8,0,98136,47.5179,-122.387,8720,13.30468493,61,0,0.178823011
3,1,1590,11200,1,0,0,4,7,0,98092,47.2894,-122.188,9750,12.417953,54,0,0.332851316
3,1,1070,8250,1,0,0,3,7,0,98092,47.2899,-122.192,8250,12.00762171,54,0,0.331766591
3,1,1090,7400,1,0,0,4,7,0,98092,47.2923,-122.19,8165,12.18586994,53,0,0.329682523
5,2.25,2660,8400,1.5,0,0,5,7,0,98092,47.2909,-122.189,8165,12.62806706,54,0,0.331216599
4,2.5,1720,9600,1,0,0,3,7,600,98092,47.2917,-122.188,9400,12.20607265,54,0,0.330578698
3,1.75,1420,7920,1,0,0,4,7,0,98092,47.2931,-122.188,7920,12.36734079,53,0,0.329195552
3,2,2030,17120,1,0,2,4,8,140,98092,47.2953,-122.185,13662,12.5962549,49,0,0.327503889
4,2,2930,12840,1.5,0,0,4,8,0,98092,47.2957,-122.187,10920,12.59133505,50,0,0.326784966
3,1.5,1410,8800,1,0,0,4,7,0,98092,47.2927,-122.183,10108,12.33155927,50,0,0.330401833
4,1,1540,7350,1,0,0,4,6,770,98023,47.3318,-122.34,8000,11.98292909,46,0,0.303785694
3,2.25,2430,8327,1,0,0,4,9,1000,98006,47.5534,-122.16,10427,13.44444688,37,0,0.102275323
4,2.5,3320,11901,2,0,0,5,9,670,98006,47.554,-122.16,11114,13.65604578,38,0,0.101895548
4,2.25,2130,10650,2,0,0,4,8,0,98006,47.5567,-122.159,10050,13.43863291,38,0,0.101003724
3,2.25,3370,11757,2,0,2,4,9,0,98006,47.5573,-122.16,10500,13.81350856,35,0,0.09984542
4,2.5,4040,11350,2,0,2,4,10,350,98006,47.559,-122.162,12382,14.03865411,31,0,0.097223521
4,2.25,2590,12600,2,0,0,3,9,0,98006,47.5566,-122.162,11050,13.54107371,36,0,0.098706075
3,2,1800,10950,1,0,0,4,8,0,98006,47.557,-122.163,11300,12.99453001,33,0,0.097676052
4,2.25,2430,10050,2,0,0,4,8,0,98006,47.5563,-122.163,10250,13.62313867,36,0,0.098116988
4,2.5,2720,10455,2,0,2,3,10,220,98006,47.5564,-122.158,12348,13.79019275,34,0,0.101979789
4,2.75,3670,15400,2,0,3,4,10,0,98006,47.5581,-122.156,13300,14.01272073,29,0,0.102568924
3,1.75,1880,10032,1,0,0,4,8,0,98006,47.5527,-122.16,9732,13.43131759,31,0,0.10272105
3,2.25,1790,9580,2,0,0,3,8,0,98006,47.5541,-122.162,9995,13.26732915,31,0,0.100288178
3,2.25,2290,9047,2,0,0,4,8,0,98006,47.5545,-122.163,9275,13.53182051,31,0,0.099264498
4,2.5,2680,8778,2,0,0,4,8,0,98006,47.5516,-122.161,10020,13.57725337,38,0,0.102665055
4,2.75,2600,19275,1,0,0,3,8,980,98006,47.5523,-122.162,10119,13.22672339,37,0,0.101450165
4,2.5,2980,9235,1,0,0,4,8,1290,98006,47.5513,-122.162,10046,13.3423018,38,0,0.10210371
4,2,2790,8793,1,0,0,4,8,1150,98006,47.5509,-122.16,9286,13.4911645,38,0,0.103880081
4,2.5,2170,9796,1,0,0,4,8,520,98006,47.5505,-122.152,9796,13.64115717,35,0,0.110334434
4,2.75,2310,10232,1,0,0,5,8,1000,98006,47.5515,-122.153,9886,13.52782849,35,0,0.108931126
3,2.25,1580,11580,1,0,0,4,8,0,98006,47.5503,-122.155,10009,13.30801272,36,0,0.10810947
3,3,2630,10156,1,0,0,4,9,0,98006,47.5481,-122.156,10455,13.5644818,28,0,0.108741445
4,2.5,2790,10289,2,0,0,3,9,0,98006,47.5483,-122.158,10126,13.79734659,28,0,0.107091198
4,3,3540,10202,2,0,0,3,8,820,98006,47.5471,-122.155,10714,13.84263923,27,0,0.110150802
4,3,3140,9058,1,0,0,3,9,1000,98006,47.5462,-122.154,10018,13.75999785,26,0,0.111495574
4,2.5,2980,16263,2,0,0,3,9,0,98006,47.5457,-122.153,10018,13.82743913,26,0,0.112581945
4,2.25,2910,10189,2,0,0,3,9,0,98006,47.5465,-122.155,10125,13.81350856,27,0,0.110539668
4,1.75,2350,6200,1.5,0,0,4,7,940,98116,47.559,-122.397,6150,13.22672339,69,0,0.168736597
4,2.75,2640,9000,2,0,0,3,10,0,98052,47.6481,-122.125,9137,13.57978822,25,0,0.117858187
4,3.75,2810,10840,2,0,2,4,8,740,98045,47.4861,-121.804,11248,13.106234,21,0,0.454680657
3,2.5,2250,9608,2,0,0,3,8,0,98045,47.4865,-121.802,9834,13.00582956,21,0,0.456478935
3,2.5,1980,9725,2,0,0,3,8,0,98045,47.4856,-121.802,9834,13.06048797,21,0,0.456739638
3,2.5,1920,9625,2,0,0,3,8,0,98045,47.4876,-121.8,10343,12.87774079,22,0,0.458078993
3,2.25,1840,11403,2,0,0,3,8,0,98045,47.4862,-121.797,11403,12.9408415,22,0,0.461354012
4,2.5,2520,9684,2,0,0,3,8,0,98045,47.4848,-121.801,10133,13.06048797,21,0,0.457929195
4,2.5,2180,9861,2,0,2,3,8,0,98045,47.4817,-121.802,9761,13.08154138,18,0,0.457888077
3,2.5,2040,9622,2,0,0,3,8,0,98045,47.4833,-121.8,9868,13.10216067,20,0,0.459324516
4,2.5,2400,10364,2,0,0,3,8,0,98045,47.4832,-121.799,9918,13.09190417,20,0,0.460309775
4,2.5,3030,9687,2,0,0,3,8,1010,98045,47.485,-121.799,10193,13.06261337,17,0,0.459784637
5,2.5,2810,14207,1,0,3,3,9,1270,98008,47.5742,-122.11,14000,13.62918098,36,0,0.136365875
3,2.5,1800,5761,2,0,0,4,7,0,98106,47.5293,-122.363,5952,12.91951253,25,0,0.152616242
3,1,1600,5952,1,0,0,4,7,450,98106,47.5292,-122.362,6200,12.70381303,51,0,0.151863741
3,2.5,1020,2040,2,0,0,3,7,300,98106,47.5294,-122.361,1478,12.32385568,11,0,0.150937255
4,1.75,1000,7200,1.5,0,0,4,6,0,98155,47.742,-122.324,7200,12.62806706,68,0,0.150057322
4,1,1010,7200,1.5,0,0,3,6,0,98155,47.742,-122.325,7200,12.5776362,68,0,0.15062581
3,2.5,2050,8172,2,0,0,3,8,0,98168,47.4808,-122.28,5664,12.88651445,13,0,0.14348846
3,2.5,1890,4838,2,0,0,3,8,160,98168,47.4802,-122.279,7409,12.50599204,13,0,0.143782415
2,1,1330,28270,1.5,0,0,3,6,0,98168,47.4824,-122.274,6926,12.07254125,90,0,0.140341868
3,1.75,1330,9831,1,0,0,3,7,0,98001,47.3304,-122.277,7500,12.42118403,28,0,0.29040846
3,2.5,1590,9736,2,0,0,3,7,0,98001,47.33,-122.278,7500,12.56024446,30,0,0.29093728
3,2,1660,13085,1,0,0,3,7,650,98001,47.3298,-122.277,7778,12.4292162,30,0,0.291003321
4,2.5,2490,34947,2,0,0,3,9,340,98027,47.4823,-122.031,39639,13.16158409,30,0,0.248551665
3,2.5,3570,35271,2,0,0,3,9,0,98027,47.4782,-122.035,37194,13.49392693,18,0,0.24751123
7,4.5,4290,37607,1.5,0,0,5,10,0,98027,47.4812,-122.033,40510,13.64115717,33,0,0.247487867
3,2,2020,38332,1,0,0,4,7,1010,98027,47.4582,-122.023,36590,12.94800999,40,0,0.268900036
5,3,3480,57499,1,0,0,4,8,1140,98027,47.4574,-122.024,40946,13.18439877,39,0,0.268575854
3,1.75,2130,5489,1,0,0,3,8,760,98070,47.4489,-122.456,7200,12.73227937,16,0,0.275275404
6,3.5,3720,11690,2,0,0,3,10,0,98040,47.5699,-122.226,11686,14.23422089,12,0,0.050139303
3,1.5,1200,9720,1,0,0,4,7,0,98042,47.4225,-122.153,10284,12.39875699,50,0,0.213881951
3,1.5,1110,10296,1,0,0,5,7,0,98042,47.422,-122.153,10296,12.44901882,51,0,0.214339812
3,1,1390,12145,1,0,0,4,7,0,98042,47.4225,-122.15,10800,12.2010601,51,0,0.215106219
4,1.75,1950,13320,1,0,0,4,8,580,98007,47.6196,-122.139,12051,13.36138028,46,0,0.100040952
4,2.5,3150,4203,2,0,0,3,9,0,98033,47.688,-122.164,5169,13.61094339,13,0,0.102400113
4,2.5,3220,4031,2,0,0,3,9,0,98033,47.688,-122.163,5083,13.54107371,13,0,0.103135098
4,2.5,3220,5262,2,0,0,3,9,0,98033,47.6878,-122.162,4921,13.62313867,12,0,0.103740447
4,2.5,3230,4290,2,0,0,3,9,0,98033,47.6874,-122.161,5083,13.54763111,11,0,0.104219568
5,4,3210,7200,2,0,0,3,8,800,98019,47.7329,-121.966,7200,13.04979268,4,0,0.296101975
4,2.5,2750,7200,2,0,0,3,8,0,98019,47.7327,-121.966,7200,12.97154049,4,0,0.296024637
3,2.5,2280,6031,2,0,0,3,8,0,98019,47.7322,-121.966,7200,12.9360338,4,0,0.295831797
4,3.5,2730,5707,2,0,0,3,8,730,98019,47.7327,-121.965,5899,13.10113974,4,0,0.29694722
3,2.75,2090,8354,2,0,0,3,8,0,98019,47.7336,-121.965,6348,12.90669184,3,0,0.29729506
4,2.5,2200,6018,2,0,0,3,8,0,98019,47.7338,-121.966,5899,12.89118765,5,0,0.296451414
3,2.25,1530,4580,2,0,0,3,7,0,98019,47.7342,-121.968,4094,12.72188581,4,0,0.294767463
3,2.5,2260,5100,2,0,0,3,8,0,98019,47.7341,-121.968,5100,12.98310131,8,0,0.294728164
3,1,880,7648,1,0,2,4,6,0,98022,47.1963,-121.997,7566,12.27839331,75,0,0.486494853
3,2.25,1600,39848,1,0,3,4,8,0,98022,47.1991,-122.013,39848,12.84792653,57,0,0.476269616
4,1.75,2140,11651,2.5,0,0,3,8,0,98022,47.196,-122.006,10978,12.7367009,85,1,0.48234319
3,2.25,1670,107157,1,0,0,3,7,0,98022,47.2743,-122.009,108900,12.95984445,8,0,0.413838107
3,2,3190,207346,2,0,0,3,9,0,98022,47.2737,-122.015,206474,13.27936713,21,0,0.411036209
4,2.5,2120,6754,2,0,0,3,7,0,98030,47.3629,-122.184,6937,12.52452638,17,0,0.261277391
4,2.5,2060,5742,2,0,0,3,7,0,98030,47.3612,-122.185,7298,12.52452638,16,0,0.262732019
3,1,1150,8924,1,0,0,3,6,0,98030,47.3865,-122.217,8924,12.07254125,72,0,0.232860572
5,2.75,2130,6222,1,0,0,3,7,830,98118,47.5272,-122.276,6222,12.69158046,24,0,0.098329474
4,2.25,2250,41688,2,0,0,3,8,0,98053,47.6695,-122.05,37920,13.25163571,35,0,0.195839677
4,2.5,3430,10157,2,0,0,3,10,0,98034,47.723,-122.158,10157,13.51440547,15,0,0.132382263
4,2.5,2190,7000,2,0,0,3,8,0,98042,47.3718,-122.109,7700,12.72173655,18,0,0.278708788
4,2.75,2760,7533,1,0,0,3,8,1360,98042,47.371,-122.108,7943,12.82112314,18,0,0.279883403
3,2,1690,9087,1,0,0,3,8,0,98042,47.3724,-122.108,8100,12.72783821,18,0,0.27864708
3,2.5,2000,8057,1,0,0,3,8,640,98042,47.3724,-122.107,8964,12.78968394,17,0,0.279118721
4,2.5,2800,6820,2,0,0,4,7,0,98042,47.3695,-122.108,6820,12.80765263,18,0,0.281209739
4,2.5,1850,7324,2,0,0,3,8,0,98042,47.3701,-122.107,7329,12.69158046,18,0,0.281147228
4,2.5,2100,7366,2,0,0,3,8,0,98042,47.3703,-122.107,7324,12.71589777,18,0,0.28097067
4,2.5,2350,8182,2,0,0,3,8,0,98042,47.3697,-122.106,7000,12.81311713,18,0,0.281970853
4,3.5,2734,210201,2,0,0,5,8,0,98070,47.3652,-122.504,187308,13.16158409,41,0,0.366435966
3,2.25,2100,205603,2,0,0,3,8,0,98070,47.3668,-122.505,187308,12.98883198,32,0,0.366058521
3,2.5,2740,83199,2,0,4,3,9,0,98032,47.3581,-122.266,29269,12.89921983,42,0,0.261609524
3,3.25,4460,51177,2,0,0,3,9,0,98042,47.3648,-122.143,38925,13.51372956,10,0,0.271095162
3,1.5,1740,21980,1,0,0,4,7,0,98042,47.3644,-122.132,16100,12.73375539,42,0,0.275552679
4,2.5,2420,8404,2,0,0,3,8,0,98042,47.372,-122.13,4822,12.80765263,2,0,0.269368982
3,1.75,1940,167125,1,1,1,4,7,460,98070,47.459,-122.504,127195,13.36138028,60,0,0.309175058
5,2,2120,137565,1.5,0,0,3,7,0,98070,47.4558,-122.507,157123,12.98768847,102,0,0.313397323
4,1,1550,15239,1.5,1,4,3,6,180,98166,47.4502,-122.378,22047,13.43717412,85,0,0.218116619
3,2.75,2015,16807,2,1,4,3,9,0,98166,47.45,-122.377,12310,13.80394392,8,0,0.217635501
3,3.5,2050,21744,2,1,4,4,9,300,98166,47.4536,-122.376,12200,13.55414579,85,0,0.214222693
5,4,4720,493534,2,0,0,5,9,760,98027,47.4536,-122.009,219542,13.5211395,40,0,0.282924675
5,3.25,3010,1074218,1.5,0,0,5,8,1000,98027,47.4564,-122.004,68825,13.20394336,84,0,0.285406954
3,2.5,2460,138085,2,0,0,4,9,0,98027,47.4572,-122.007,219542,13.31298374,38,0,0.282484527
3,2.5,2620,241200,1.5,0,0,4,9,0,98027,47.4574,-122.01,172933,13.56061831,17,0,0.279910531
6,3.5,3830,68825,2,0,0,3,9,0,98027,47.4574,-122.003,68825,13.47302025,20,0,0.285666525
3,2.5,2380,214315,1.5,0,0,3,9,0,98045,47.4525,-121.748,68824,13.00863461,15,0,0.518274089
3,2.5,1830,65340,1,0,0,3,8,310,98045,47.4553,-121.75,84942,12.96453929,24,0,0.515487315
4,2.5,2250,50155,2,0,0,3,8,0,98045,47.449,-121.756,57857,13.074223,17,0,0.511848092
2,1,1120,12625,1,0,3,3,7,0,98136,47.5397,-122.385,6828,12.79385931,75,0,0.165791759
3,1.75,1720,5899,1,0,1,3,8,500,98136,47.5399,-122.385,6244,13.14997854,29,0,0.165697016
3,2,2340,3477,1,0,1,5,7,1170,98118,47.54,-122.267,6300,13.23569206,44,0,0.083159771
2,1,1470,5566,1,0,0,4,7,700,98118,47.5348,-122.269,5808,12.73080117,96,0,0.0887296
2,1,780,4200,1,0,0,3,6,0,98118,47.5381,-122.267,6000,12.79385931,95,0,0.084951504
5,2.5,3750,91681,2,1,4,3,10,0,98118,47.5379,-122.264,24293,14.88125524,90,0,0.084202616
2,1,1250,4576,1,0,0,3,6,210,98118,47.5387,-122.266,5000,13.01477817,90,0,0.084059053
4,1.5,1280,5460,1.5,0,0,5,7,200,98118,47.5348,-122.268,5934,12.84529148,95,0,0.088396874
3,1,1550,4160,1.5,0,0,4,6,0,98118,47.5387,-122.265,5000,12.95984445,89,0,0.083743595
3,1.75,1580,11750,1,0,0,4,7,400,98118,47.5368,-122.265,11750,13.26212532,64,0,0.085551973
3,1.5,2090,11895,1,0,0,3,7,300,98118,47.5362,-122.267,11072,13.04234567,61,0,0.086747843
3,1.5,1890,6183,1,0,0,3,7,800,98118,47.5396,-122.269,6183,12.89921983,48,0,0.084227249
3,1.75,1760,5355,1,0,0,3,7,600,98118,47.5368,-122.267,6225,12.91164235,59,0,0.086180098
5,4.5,5130,43123,2,0,0,3,11,0,98006,47.544,-122.126,43560,14.28548294,19,0,0.135274701
5,3.5,2990,212137,2,0,0,3,8,540,98024,47.5298,-121.887,69260,13.52782849,21,0,0.362990484
3,2.25,1880,100623,1.5,0,0,3,8,0,98024,47.5342,-121.883,21689,13.18063229,28,1,0.365834352
4,3.5,4270,117176,2,0,0,3,9,0,98024,47.5352,-121.883,5251,13.81345845,7,0,0.365605719
2,2.5,3900,920423,2,0,0,3,12,0,98065,47.5371,-121.756,411962,14.50765724,6,0,0.489812841
3,2.25,1560,11997,1,0,0,3,7,300,98065,47.5378,-121.742,36590,12.89909482,27,0,0.503511989
4,1,1430,27153,1.5,0,0,4,5,0,98065,47.5372,-121.744,27153,12.52452638,81,0,0.5016345
2,1,1060,10600,1.5,0,0,3,6,0,98065,47.5375,-121.742,21344,12.54066812,47,0,0.503560049
4,2.75,1790,47250,1,0,0,3,7,570,98045,47.5302,-121.746,43791,12.87390202,28,0,0.500844949
3,3,3730,35900,1,0,0,3,9,770,98008,47.5814,-122.122,16026,13.62313867,36,0,0.122716902
4,3.25,2590,3889,3,0,0,3,9,0,98007,47.6259,-122.142,4062,13.54107371,2,0,0.097328647
4,3.5,4300,108865,2,0,0,3,11,0,98074,47.6258,-122.005,107498,14.18707411,1,0,0.234152347
4,3.25,4860,181319,2.5,0,0,3,9,0,98074,47.6179,-122.005,181319,14.1412107,22,0,0.23403308
3,2.5,3550,136343,2,0,0,3,10,0,98014,47.6223,-121.869,215186,13.20854107,38,0,0.370054158
4,5.75,7220,223462,2,0,4,3,12,1000,98053,47.7097,-122.013,7593,14.47819853,15,0,0.243806977
3,1,1140,3240,1.5,0,0,4,6,0,98014,47.7093,-121.364,4700,11.98292909,105,0,0.879750165
3,1,1300,6098,1,0,0,3,7,0,98014,47.7074,-121.364,6849,11.9511804,2,0,0.879555696
2,1,2160,7439,1,0,0,4,6,860,98115,47.6981,-122.286,7439,13.34630661,62,0,0.092582022
2,1,960,21850,1,0,0,3,6,0,98032,47.4122,-122.267,21850,12.39669301,68,0,0.208004636
2,1,810,8494,1,0,0,3,6,0,98155,47.7389,-122.324,7975,12.3779229,66,0,0.147512604
2,1,840,7870,1,0,0,3,6,0,98155,47.7389,-122.326,8131,12.43320822,66,0,0.148673594
3,2,1720,8145,2,0,0,5,7,0,98155,47.7393,-122.325,8138,12.97733761,66,0,0.148416745
3,1,1100,8138,1,0,0,3,7,0,98155,47.7393,-122.325,8131,12.39441769,66,0,0.148416745
4,2.5,1570,9600,1,0,0,3,7,770,98155,47.7757,-122.303,9110,12.80765263,43,0,0.169886942
4,1.75,2460,7560,2,0,0,4,8,0,98177,47.7256,-122.367,8918,13.36138028,63,0,0.166989544
4,2.5,2380,7850,2,0,0,3,8,0,98055,47.4356,-122.201,7334,12.7367009,20,0,0.186632212
4,2.5,1800,7620,2,0,0,3,8,0,98055,47.4346,-122.201,6879,12.7628272,20,0,0.187611339
3,1,960,8291,1,0,0,3,6,0,98146,47.5006,-122.334,8231,11.97540083,65,0,0.151247533
3,1,940,8571,1,0,0,3,6,0,98146,47.5006,-122.336,8573,12.38421883,65,0,0.152511264
4,2.5,1900,9075,2,0,0,3,7,0,98133,47.7776,-122.352,8460,12.91779621,27,0,0.195276821
5,1.75,2190,7500,1,0,0,3,7,900,98133,47.7766,-122.355,8820,12.99441636,36,0,0.196219959
3,1.75,1530,10300,1,0,0,4,7,0,98133,47.7767,-122.356,9883,12.82125828,37,0,0.196893052
2,1.5,1650,7311,1,0,0,3,7,790,98133,47.7772,-122.357,7255,12.80490915,37,0,0.197889976
3,1,1480,7284,1,0,0,3,7,510,98133,47.7757,-122.353,7920,12.72635343,52,0,0.194314955
3,1.5,1590,7260,1,0,0,3,7,510,98133,47.7753,-122.353,7594,12.73456627,51,0,0.19399112
4,1.75,1420,10300,2,0,0,3,7,0,98002,47.3121,-122.215,10300,12.32385568,65,1,0.307157518
